1000	0.002256
2000	0.008935
3000	0.019103
4000	0.027125
5000	0.037813
6000	0.054194
7000	0.073773
8000	0.096208
9000	0.121583
10000	0.149996
11000	0.182799
12000	0.216063
13000	0.253192
14000	0.293624
15000	0.338517
16000	0.383308
17000	0.432577
18000	0.486342
19000	0.540370
20000	0.601408
21000	0.661527
22000	0.728660
23000	0.801083
24000	0.864428
25000	0.936755
26000	1.015072
27000	1.093593
28000	1.176019
29000	1.261511
30000	1.351751
31000	1.441723
32000	1.537782
