100000	0.001530
110000	0.001682
120000	0.001839
130000	0.000851
140000	0.000779
150000	0.000835
160000	0.000890
170000	0.000944
180000	0.001000
190000	0.001057
200000	0.001112
210000	0.001165
220000	0.001182
230000	0.001227
240000	0.001285
250000	0.001329
260000	0.001383
270000	0.001147
280000	0.001142
290000	0.001206
300000	0.001223
310000	0.001280
320000	0.001333
330000	0.001349
340000	0.001387
350000	0.001445
360000	0.001695
370000	0.001520
380000	0.001553
390000	0.001611
400000	0.001633
410000	0.001692
420000	0.001713
430000	0.001754
440000	0.001798
450000	0.001839
460000	0.002236
470000	0.001927
480000	0.001958
490000	0.002106
500000	0.002040
510000	0.002156
520000	0.002123
530000	0.002167
540000	0.002257
550000	0.002288
560000	0.002284
570000	0.002442
580000	0.002369
590000	0.002442
600000	0.002448
610000	0.002492
620000	0.002543
630000	0.002570
640000	0.002717
650000	0.002708
660000	0.002730
670000	0.002771
680000	0.003018
690000	0.002820
700000	0.002954
710000	0.002973
720000	0.002945
730000	0.003048
740000	0.003253
750000	0.003063
760000	0.003199
770000	0.003206
780000	0.003188
790000	0.003299
800000	0.003294
810000	0.003401
820000	0.003429
830000	0.003397
840000	0.003431
850000	0.003657
860000	0.003520
870000	0.003562
880000	0.003636
890000	0.003636
900000	0.003958
910000	0.003948
920000	0.003910
930000	0.003857
940000	0.003968
950000	0.003942
960000	0.004045
970000	0.004072
980000	0.004056
990000	0.004296
1000000	0.004106
1010000	0.004135
1020000	0.004177
1030000	0.004357
1040000	0.004251
1050000	0.004377
1060000	0.004336
1070000	0.004472
1080000	0.004456
1090000	0.004591
1100000	0.004498
1110000	0.004723
1120000	0.004752
1130000	0.004779
1140000	0.004680
1150000	0.005036
1160000	0.004764
1170000	0.004843
1180000	0.004821
1190000	0.005131
1200000	0.004984
1210000	0.005024
1220000	0.005057
1230000	0.005060
1240000	0.005080
1250000	0.005145
1260000	0.005425
1270000	0.005304
1280000	0.005288
1290000	0.005444
1300000	0.005327
1310000	0.005426
1320000	0.005399
1330000	0.005445
1340000	0.005652
1350000	0.005533
1360000	0.005824
1370000	0.005688
1380000	0.005792
1390000	0.005935
1400000	0.005749
1410000	0.005903
1420000	0.005844
1430000	0.005870
1440000	0.005958
1450000	0.005960
1460000	0.006024
1470000	0.006082
1480000	0.006192
1490000	0.006150
1500000	0.006205
1510000	0.006236
1520000	0.006228
1530000	0.006353
1540000	0.006435
1550000	0.006421
1560000	0.006535
1570000	0.006689
1580000	0.006605
1590000	0.006570
1600000	0.006818
1610000	0.006776
1620000	0.006698
1630000	0.006693
1640000	0.006836
1650000	0.007079
1660000	0.007031
1670000	0.006877
1680000	0.007180
1690000	0.007233
1700000	0.006963
1710000	0.007061
1720000	0.007206
1730000	0.007394
1740000	0.007210
1750000	0.007191
1760000	0.007236
1770000	0.007337
1780000	0.007548
1790000	0.007423
1800000	0.007443
1810000	0.007566
1820000	0.007540
1830000	0.007636
1840000	0.007655
1850000	0.007683
1860000	0.007712
1870000	0.007692
1880000	0.007732
1890000	0.007860
1900000	0.008041
1910000	0.007909
1920000	0.007935
1930000	0.008118
1940000	0.008637
1950000	0.008021
1960000	0.008051
1970000	0.008250
1980000	0.008346
1990000	0.008334
2000000	0.008303
2010000	0.008237
2020000	0.008388
2030000	0.008392
2040000	0.008521
2050000	0.008506
2060000	0.008677
2070000	0.008563
2080000	0.008817
2090000	0.008718

